,,,,,,,,,,,,,,,,,,,,
,Message,Signal,Event trans.,MSB,LSB,Size [bit],[s]igned or [u]nsigned,Resolution,Offset,Range [MIN],Range [MAX],Startup / Default,Unit,Accuracy,Signal Age [ms],Values Table,Property,Value,Note,List of revisions
,NIT_VEHICLE_SETUP,Metric_NotMetric,Yes,20,20,1,u,1,0,0,1,0,–,–,–,Yes,Not Metric,1,,
,NIT_VEHICLE_SETUP,EngineSpeedDisplayLedEnable,Yes,19,19,1,u,1,0,0,1,1,–,–,–,Yes,Disable,0,,
,NIT_VEHICLE_SETUP,EngineSpeedDisplayLedEnable,Yes,19,19,1,u,1,0,0,1,1,–,–,–,Yes,Enable,1,,
,NIT_VEHICLE_SETUP,DistanceUnitExtend,No,18,17,2,u,1,0,0,3,0,–,–,–,Yes,Km,0,,
,NIT_VEHICLE_SETUP,DistanceUnitExtend,No,18,17,2,u,1,0,0,3,0,–,–,–,Yes,Miles UK,1,,
,NIT_VEHICLE_SETUP,DistanceUnitExtend,No,18,17,2,u,1,0,0,3,0,–,–,–,Yes,Miles USA,2,,
,NIT_VEHICLE_SETUP,DistanceUnitExtend,No,18,17,2,u,1,0,0,3,0,–,–,–,Yes,Not used,3,,
,NIT_VEHICLE_SETUP,Stop_GoEnable,Yes,16,16,1,u,1,0,0,1,0,–,–,–,Yes,Disable,0,,
,NIT_VEHICLE_SETUP,Stop_GoEnable,Yes,16,16,1,u,1,0,0,1,0,–,–,–,Yes,Enable,1,,
,NIT_VEHICLE_SETUP,DRL_Enable,No,15,15,1,u,1,0,0,1,0,–,–,–,Yes,Disable,0,Not used for F149 F142,
,NIT_VEHICLE_SETUP,DRL_Enable,No,15,15,1,u,1,0,0,1,0,–,–,–,Yes,Enable,1,,
,NIT_VEHICLE_SETUP,EmergencyStopSignallingEnable,No,14,14,1,u,1,0,0,1,0,–,–,–,Yes,Disable,0,,
,NIT_VEHICLE_SETUP,EmergencyStopSignallingEnable,No,14,14,1,u,1,0,0,1,0,–,–,–,Yes,Enable,1,,
,NIT_VEHICLE_SETUP,Not used,No,13,0,14,–,–,–,–,–,–,–,–,–,No,–,–,,
,NWM_NBC,Zero_byte,No,63,56,8,u,1,0,0,0,–,–,–,–,Yes,Fixed,0,,
,NWM_NBC,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Error Active State,0,,
,NWM_NBC,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Error Passive / Warning State,1,,
,NWM_NBC,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Bus Off State,2,,
,NWM_NBC,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Not used,3,,
,NWM_NBC,P_ES,No,53,53,1,u,1,0,0,1,–,–,–,–,Yes,Fail Not Present,0,,
,NWM_NBC,P_ES,No,53,53,1,u,1,0,0,1,–,–,–,–,Yes,Fail Present,1,,
,NWM_NBC,GenericFailSts,No,52,52,1,u,1,0,0,1,–,–,–,–,Yes,No functional fail is present,0,,
,NWM_NBC,GenericFailSts,No,52,52,1,u,1,0,0,1,–,–,–,–,Yes,At least a DTC is set in the System Memory,1,,
,NWM_NBC,EOL,No,51,51,1,u,1,0,0,1,–,–,–,–,Yes,No EOL programming at Fiat,0,,
,NWM_NBC,EOL,No,51,51,1,u,1,0,0,1,–,–,–,–,Yes,EOL programming at Fiat,1,,
,NWM_NBC,ActiveLoadMaster,No,50,50,1,u,1,0,0,1,–,–,–,–,Yes,No active loads in master,0,,
,NWM_NBC,ActiveLoadMaster,No,50,50,1,u,1,0,0,1,–,–,–,–,Yes,Active loads in master,1,,
,NWM_NBC,SystemCommand,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,WU - wake-up request,0,,
,NWM_NBC,SystemCommand,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,Not used,1,,
,NWM_NBC,SystemCommand,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,SA - system Stay Active req,2,,
,NWM_NBC,SystemCommand,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,S - system go to Sleep req,3,,
,NWM_NBC,Node_31_NCP,No,47,47,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_31_NCP,No,47,47,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_30_NCD,No,46,46,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,"10, 16"
,NWM_NBC,Node_30_NCD,No,46,46,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,"10, 16"
,NWM_NBC,Node_29_NFA,No,45,45,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_29_NFA,No,45,45,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_28_NTP,No,44,44,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_28_NTP,No,44,44,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_27_NCS,No,43,43,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_27_NCS,No,43,43,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_26_NAB,No,42,42,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_26_NAB,No,42,42,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_25_NDA,No,41,41,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,"10, 16"
,NWM_NBC,Node_25_NDA,No,41,41,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,"10, 16"
,NWM_NBC,Node_24_NSP,No,40,40,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_24_NSP,No,40,40,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_23_NAP,No,39,39,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_23_NAP,No,39,39,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_22_LVB,No,38,38,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,"10, 16"
,NWM_NBC,Node_22_LVB,No,38,38,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,"10, 16"
,NWM_NBC,Node_21_NBS,No,37,37,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_21_NBS,No,37,37,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_20_NTM,No,36,36,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,"10, 16"
,NWM_NBC,Node_20_NTM,No,36,36,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,"10, 16"
,NWM_NBC,Node_19_NSV,No,35,35,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_19_NSV,No,35,35,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_18_NAG,No,34,34,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_18_NAG,No,34,34,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_17_NPP,No,33,33,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_17_NPP,No,33,33,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_16_NAM,No,32,32,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,"10, 16"
,NWM_NBC,Node_16_NAM,No,32,32,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,"10, 16"
,NWM_NBC,Node_15_NYL,No,31,31,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_15_NYL,No,31,31,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_14_NIM_HVB,No,30,30,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,NIM and HVB are mutually exclusive,"10, 16"
,NWM_NBC,Node_14_NIM_HVB,No,30,30,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,"10, 16"
,NWM_NBC,Node_13_NPB,No,29,29,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_13_NPB,No,29,29,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_12_NAS,No,28,28,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_12_NAS,No,28,28,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_11_NCA_NCR,No,27,27,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,NCA and NCR are mutually exclusive,"10, 16"
,NWM_NBC,Node_11_NCA_NCR,No,27,27,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,"10, 16"
,NWM_NBC,Node_10_NCL,No,26,26,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_10_NCL,No,26,26,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_09_NVB_PLG,No,25,25,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,NVB and PLG are mutually exclusive,"10, 16"
,NWM_NBC,Node_09_NVB_PLG,No,25,25,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,"10, 16"
,NWM_NBC,Node_08_NPG,No,24,24,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_08_NPG,No,24,24,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_07_NIT,No,23,23,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_07_NIT,No,23,23,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_06_NFR,No,22,22,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_06_NFR,No,22,22,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_05_HPU,No,21,21,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,"10, 16"
,NWM_NBC,Node_05_HPU,No,21,21,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,"10, 16"
,NWM_NBC,Node_04_NVO,No,20,20,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_04_NVO,No,20,20,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_03_NQS,No,19,19,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_03_NQS,No,19,19,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_02_NGE,No,18,18,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,"10, 16"
,NWM_NBC,Node_02_NGE,No,18,18,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,"10, 16"
,NWM_NBC,Node_01_NCM,No,17,17,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_01_NCM,No,17,17,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NBC,Node_00_NBC,No,16,16,1,u,1,0,0,1,–,–,–,–,Yes,Is currently not active on the bus,0,,10
,NWM_NBC,Node_00_NBC,No,16,16,1,u,1,0,0,1,–,–,–,–,Yes,Is currently active on the bus,1,,10
,NWM_NQS,Zero_byte,No,63,56,8,u,1,0,0,0,–,–,–,–,Yes,Fixed,0,,
,NWM_NQS,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Error Active State,0,,
,NWM_NQS,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Error Passive / Warning State,1,,
,NWM_NQS,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Bus Off State,2,,
,NWM_NQS,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Not used,3,,
,NWM_NQS,CurrentFailSts,No,53,53,1,u,1,0,0,1,–,–,–,–,Yes,No functional fail is present,0,,
,NWM_NQS,CurrentFailSts,No,53,53,1,u,1,0,0,1,–,–,–,–,Yes,"At least a DTC with ""DTCStatus = present"" is set in the System Memory",1,,
,NWM_NQS,GenericFailSts,No,52,52,1,u,1,0,0,1,–,–,–,–,Yes,No functional fail is present,0,,
,NWM_NQS,GenericFailSts,No,52,52,1,u,1,0,0,1,–,–,–,–,Yes,At least a DTC is set in the System Memory,1,,
,NWM_NQS,EOL,No,51,51,1,u,1,0,0,1,–,–,–,–,Yes,No EOL programming at Fiat,0,,
,NWM_NQS,EOL,No,51,51,1,u,1,0,0,1,–,–,–,–,Yes,EOL programming at Fiat,1,,
,NWM_NQS,ActiveLoadSlave,No,50,50,1,u,1,0,0,1,–,–,–,–,Yes,No active loads in slave,0,,
,NWM_NQS,ActiveLoadSlave,No,50,50,1,u,1,0,0,1,–,–,–,–,Yes,Active loads in slave,1,,
,NWM_NQS,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,WU - wake-up request,0,,
,NWM_NQS,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,Not used,1,,
,NWM_NQS,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,SA - system Stay Active req,2,,
,NWM_NQS,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,Not used,3,,
,NWM_NVO,Zero_byte,No,63,56,8,u,1,0,0,0,–,–,–,–,Yes,Fixed,0,,
,NWM_NVO,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Error Active State,0,,
,NWM_NVO,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Error Passive / Warning State,1,,
,NWM_NVO,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Bus Off State,2,,
,NWM_NVO,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Not used,3,,
,NWM_NVO,CurrentFailSts,No,53,53,1,u,1,0,0,1,–,–,–,–,Yes,No functional fail is present,0,,
,NWM_NVO,CurrentFailSts,No,53,53,1,u,1,0,0,1,–,–,–,–,Yes,"At least a DTC with ""DTCStatus = present"" is set in the System Memory",1,,
,NWM_NVO,GenericFailSts,No,52,52,1,u,1,0,0,1,–,–,–,–,Yes,No functional fail is present,0,,
,NWM_NVO,GenericFailSts,No,52,52,1,u,1,0,0,1,–,–,–,–,Yes,At least a DTC is set in the System Memory,1,,
,NWM_NVO,EOL,No,51,51,1,u,1,0,0,1,–,–,–,–,Yes,No EOL programming at Fiat,0,,
,NWM_NVO,EOL,No,51,51,1,u,1,0,0,1,–,–,–,–,Yes,EOL programming at Fiat,1,,
,NWM_NVO,ActiveLoadSlave,No,50,50,1,u,1,0,0,1,–,–,–,–,Yes,No active loads in slave,0,,
,NWM_NVO,ActiveLoadSlave,No,50,50,1,u,1,0,0,1,–,–,–,–,Yes,Active loads in slave,1,,
,NWM_NVO,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,WU - wake-up request,0,,
,NWM_NVO,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,Not used,1,,
,NWM_NVO,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,SA - system Stay Active req,2,,
,NWM_NVO,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,Not used,3,,
,NWM_NIT,Zero_byte,No,63,56,8,u,1,0,0,0,–,–,–,–,Yes,Fixed,0,,
,NWM_NIT,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Error Active State,0,,
,NWM_NIT,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Error Passive / Warning State,1,,
,NWM_NIT,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Bus Off State,2,,
,NWM_NIT,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Not used,3,,
,NWM_NIT,CurrentFailSts,No,53,53,1,u,1,0,0,1,–,–,–,–,Yes,No functional fail is present,0,,
,NWM_NIT,CurrentFailSts,No,53,53,1,u,1,0,0,1,–,–,–,–,Yes,"At least a DTC with ""DTCStatus = present"" is set in the System Memory",1,,
,NWM_NIT,GenericFailSts,No,52,52,1,u,1,0,0,1,–,–,–,–,Yes,No functional fail is present,0,,
,NWM_NIT,GenericFailSts,No,52,52,1,u,1,0,0,1,–,–,–,–,Yes,At least a DTC is set in the System Memory,1,,
,NWM_NIT,EOL,No,51,51,1,u,1,0,0,1,–,–,–,–,Yes,No EOL programming at Fiat,0,,
,NWM_NIT,EOL,No,51,51,1,u,1,0,0,1,–,–,–,–,Yes,EOL programming at Fiat,1,,
,NWM_NIT,ActiveLoadSlave,No,50,50,1,u,1,0,0,1,–,–,–,–,Yes,No active loads in slave,0,,
,NWM_NIT,ActiveLoadSlave,No,50,50,1,u,1,0,0,1,–,–,–,–,Yes,Active loads in slave,1,,
,NWM_NIT,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,WU - wake-up request,0,,
,NWM_NIT,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,Not used,1,,
,NWM_NIT,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,SA - system Stay Active req,2,,
,NWM_NIT,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,Not used,3,,
,NWM_NVB_PLG,Zero_byte,No,63,56,8,u,1,0,0,0,–,–,–,–,Yes,Fixed,0,,13
,NWM_NVB_PLG,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Error Active State,0,,13
,NWM_NVB_PLG,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Error Passive / Warning State,1,,13
,NWM_NVB_PLG,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Bus Off State,2,,13
,NWM_NVB_PLG,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Not used,3,,13
,NWM_NVB_PLG,CurrentFailSts,No,53,53,1,u,1,0,0,1,–,–,–,–,Yes,No functional fail is present,0,,13
,NWM_NVB_PLG,CurrentFailSts,No,53,53,1,u,1,0,0,1,–,–,–,–,Yes,"At least a DTC with ""DTCStatus = present"" is set in the System Memory",1,,13
,NWM_NVB_PLG,GenericFailSts,No,52,52,1,u,1,0,0,1,–,–,–,–,Yes,No functional fail is present,0,,13
,NWM_NVB_PLG,GenericFailSts,No,52,52,1,u,1,0,0,1,–,–,–,–,Yes,At least a DTC is set in the System Memory,1,,13
,NWM_NVB_PLG,EOL,No,51,51,1,u,1,0,0,1,–,–,–,–,Yes,No EOL programming at Fiat,0,,13
,NWM_NVB_PLG,EOL,No,51,51,1,u,1,0,0,1,–,–,–,–,Yes,EOL programming at Fiat,1,,13
,NWM_NVB_PLG,ActiveLoadSlave,No,50,50,1,u,1,0,0,1,–,–,–,–,Yes,No active loads in slave,0,,13
,NWM_NVB_PLG,ActiveLoadSlave,No,50,50,1,u,1,0,0,1,–,–,–,–,Yes,Active loads in slave,1,,13
,NWM_NVB_PLG,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,WU - wake-up request,0,,13
,NWM_NVB_PLG,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,Not used,1,,13
,NWM_NVB_PLG,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,SA - system Stay Active req,2,,13
,NWM_NVB_PLG,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,Not used,3,,13
,NWM_NCL,Zero_byte,No,63,56,8,u,1,0,0,0,–,–,–,–,Yes,Fixed,0,,
,NWM_NCL,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Error Active State,0,,
,NWM_NCL,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Error Passive / Warning State,1,,
,NWM_NCL,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Bus Off State,2,,
,NWM_NCL,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Not used,3,,
,NWM_NCL,CurrentFailSts,No,53,53,1,u,1,0,0,1,–,–,–,–,Yes,No functional fail is present,0,,
,NWM_NCL,CurrentFailSts,No,53,53,1,u,1,0,0,1,–,–,–,–,Yes,"At least a DTC with ""DTCStatus = present"" is set in the System Memory",1,,
,NWM_NCL,GenericFailSts,No,52,52,1,u,1,0,0,1,–,–,–,–,Yes,No functional fail is present,0,,
,NWM_NCL,GenericFailSts,No,52,52,1,u,1,0,0,1,–,–,–,–,Yes,At least a DTC is set in the System Memory,1,,
,NWM_NCL,EOL,No,51,51,1,u,1,0,0,1,–,–,–,–,Yes,No EOL programming at Fiat,0,,
,NWM_NCL,EOL,No,51,51,1,u,1,0,0,1,–,–,–,–,Yes,EOL programming at Fiat,1,,
,NWM_NCL,ActiveLoadSlave,No,50,50,1,u,1,0,0,1,–,–,–,–,Yes,No active loads in slave,0,,
,NWM_NCL,ActiveLoadSlave,No,50,50,1,u,1,0,0,1,–,–,–,–,Yes,Active loads in slave,1,,
,NWM_NCL,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,WU - wake-up request,0,,
,NWM_NCL,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,Not used,1,,
,NWM_NCL,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,SA - system Stay Active req,2,,
,NWM_NCL,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,Not used,3,,
,NWM_NAG,Zero_byte,No,63,56,8,u,1,0,0,0,–,–,–,–,Yes,Fixed,0,,
,NWM_NAG,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Error Active State,0,,
,NWM_NAG,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Error Passive / Warning State,1,,
,NWM_NAG,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Bus Off State,2,,
,NWM_NAG,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Not used,3,,
,NWM_NAG,CurrentFailSts,No,53,53,1,u,1,0,0,1,–,–,–,–,Yes,No functional fail is present,0,,
,NWM_NAG,CurrentFailSts,No,53,53,1,u,1,0,0,1,–,–,–,–,Yes,"At least a DTC with ""DTCStatus = present"" is set in the System Memory",1,,
,NWM_NAG,GenericFailSts,No,52,52,1,u,1,0,0,1,–,–,–,–,Yes,No functional fail is present,0,,
,NWM_NAG,GenericFailSts,No,52,52,1,u,1,0,0,1,–,–,–,–,Yes,At least a DTC is set in the System Memory,1,,
,NWM_NAG,EOL,No,51,51,1,u,1,0,0,1,–,–,–,–,Yes,No EOL programming at Fiat,0,,
,NWM_NAG,EOL,No,51,51,1,u,1,0,0,1,–,–,–,–,Yes,EOL programming at Fiat,1,,
,NWM_NAG,ActiveLoadSlave,No,50,50,1,u,1,0,0,1,–,–,–,–,Yes,No active loads in slave,0,,
,NWM_NAG,ActiveLoadSlave,No,50,50,1,u,1,0,0,1,–,–,–,–,Yes,Active loads in slave,1,,
,NWM_NAG,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,WU - wake-up request,0,,
,NWM_NAG,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,Not used,1,,
,NWM_NAG,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,SA - system Stay Active req,2,,
,NWM_NAG,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,Not used,3,,
,NWM_NTM,Zero_byte,No,63,56,8,u,1,0,0,0,–,–,–,–,Yes,Fixed,0,,17
,NWM_NTM,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Error Active State,0,,17
,NWM_NTM,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Error Passive / Warning State,1,,
,NWM_NTM,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Bus Off State,2,,
,NWM_NTM,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Not used,3,,
,NWM_NTM,CurrentFailSts,No,53,53,1,u,1,0,0,1,–,–,–,–,Yes,No functional fail is present,0,,17
,NWM_NTM,CurrentFailSts,No,53,53,1,u,1,0,0,1,–,–,–,–,Yes,"At least a DTC with ""DTCStatus = present"" is set in the System Memory",1,,
,NWM_NTM,GenericFailSts,No,52,52,1,u,1,0,0,1,–,–,–,–,Yes,No functional fail is present,0,,17
,NWM_NTM,GenericFailSts,No,52,52,1,u,1,0,0,1,–,–,–,–,Yes,At least a DTC is set in the System Memory,1,,
,NWM_NTM,EOL,No,51,51,1,u,1,0,0,1,–,–,–,–,Yes,No EOL programming at Fiat,0,,17
,NWM_NTM,EOL,No,51,51,1,u,1,0,0,1,–,–,–,–,Yes,EOL programming at Fiat,1,,
,NWM_NTM,ActiveLoadSlave,No,50,50,1,u,1,0,0,1,–,–,–,–,Yes,No active loads in slave,0,,17
,NWM_NTM,ActiveLoadSlave,No,50,50,1,u,1,0,0,1,–,–,–,–,Yes,Active loads in slave,1,,
,NWM_NTM,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,WU - wake-up request,0,,17
,NWM_NTM,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,Not used,1,,
,NWM_NTM,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,SA - system Stay Active req,2,,
,NWM_NTM,SystemStatus,Yes,49,48,2,u,1,0,0,3,–,–,–,–,Yes,Not used,3,,
,NWM_NAP,Zero_byte,No,63,56,8,u,1,0,0,0,–,–,–,–,Yes,Fixed,0,,
,NWM_NAP,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Error Active State,0,,
,NWM_NAP,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Error Passive / Warning State,1,,
,NWM_NAP,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Bus Off State,2,,
,NWM_NAP,D_ES,No,55,54,2,u,1,0,0,3,–,–,–,–,Yes,Not used,3,,
,NWM_NAP,CurrentFailSts,No,53,53,1,u,1,0,0,1,–,–,–,–,Yes,No functional fail is present,0,,
,NWM_NAP,CurrentFailSts,No,53,53,1,u,1,0,0,1,–,–,–,–,Yes,"At least a DTC with ""DTCStatus = present"" is set in the System Memory",1,,
,NWM_NAP,GenericFailSts,No,52,52,1,u,1,0,0,1,–,–,–,–,Yes,No functional fail is present,0,,
